Time,Today Yield(kWh),Energy to Grid(kWh),Energy from Grid(kWh),Energy to Battery(kWh),Energy from Battery(kWh),Load Consumption(kWh),Generation(kWh),GEN(kWh),Smart Load(kWh),AC Coupled(kWh)
2024-04-13,24.08,10.13,8.02,,,21.97,24.08,,,
2024-04-14,25.3,11.19,11.97,,,26.08,25.3,,,
2024-04-15,19.15,11.05,13.37,,,21.48,19.15,,,
2024-04-16,25.3,15.15,12.97,,,23.12,25.3,,,
2024-04-17,13.53,5.76,12.42,,,20.18,13.53,,,
2024-04-18,19.25,9.62,11.47,,,21.1,19.25,,,
2024-04-19,22.63,12.04,11.22,,,21.81,22.63,,,
2024-04-20,23.99,12.96,9.88,,,20.92,23.99,,,
2024-04-21,21.27,12.72,16.91,,,25.47,21.27,,,
2024-04-22,24.63,13.77,10.65,,,21.51,24.63,,,
2024-04-23,23.05,12.75,18.1,,,28.4,23.05,,,
2024-04-24,20.96,9.51,9.55,,,21.0,20.96,,,
2024-04-25,25.12,13.8,12.0,,,23.32,25.12,,,
2024-04-26,16.23,8.08,12.46,,,20.61,16.23,,,
2024-04-27,16.74,9.83,17.87,,,24.78,16.74,,,
2024-04-28,23.85,11.59,14.22,,,26.48,23.85,,,
2024-04-29,14.18,6.23,19.01,,,26.96,14.18,,,
2024-04-30,22.89,11.96,16.74,,,27.67,22.89,,,
2024-05-01,22.4,9.98,9.37,,,21.8,22.4,,,
2024-05-02,14.14,7.47,15.73,,,22.39,14.14,,,
2024-05-03,16.52,8.19,16.09,,,24.42,16.52,,,
2024-05-04,18.67,9.37,16.53,,,25.83,18.67,,,
2024-05-05,17.45,9.6,20.22,,,28.07,17.45,,,
2024-05-06,22.55,13.21,11.8,,,21.14,22.55,,,
2024-05-07,22.55,11.9,14.46,,,25.12,22.55,,,
2024-05-08,21.94,13.02,11.04,,,19.96,21.94,,,
2024-05-09,14.58,6.89,13.79,,,21.48,14.58,,,
2024-05-10,21.28,9.51,10.36,,,22.12,21.28,,,
2024-05-11,22.55,9.67,12.85,,,25.73,22.55,,,
2024-05-12,17.62,8.42,12.65,,,21.85,17.62,,,
2024-05-13,14.25,8.44,17.15,,,22.96,14.25,,,
2024-05-14,15.84,7.43,12.49,,,20.9,15.84,,,
2024-05-15,13.76,6.59,15.99,,,23.16,13.76,,,
2024-05-16,16.11,7.01,15.34,,,24.44,16.11,,,
2024-05-17,21.19,10.12,15.92,,,26.99,21.19,,,
2024-05-18,18.06,7.4,12.64,,,23.29,18.06,,,
2024-05-19,22.55,11.55,10.78,,,21.78,22.55,,,
2024-05-20,17.83,7.97,15.34,,,25.2,17.83,,,
2024-05-21,20.4,9.82,11.84,,,22.42,20.4,,,
2024-05-22,17.59,9.89,10.55,,,18.26,17.59,,,
2024-05-23,18.81,8.24,11.01,,,21.58,18.81,,,
2024-05-24,19.49,7.92,13.12,,,24.7,19.49,,,
2024-05-25,21.64,9.55,15.95,,,28.03,21.64,,,
2024-05-26,22.55,10.15,7.62,,,20.02,22.55,,,
2024-05-27,22.55,13.26,15.57,,,24.86,22.55,,,
2024-05-28,17.2,7.44,7.39,,,17.16,17.2,,,
2024-05-29,19.6,11.76,14.42,,,22.26,19.6,,,
2024-05-30,18.73,8.23,14.16,,,24.66,18.73,,,
2024-05-31,21.05,10.4,14.53,,,25.18,21.05,,,
2024-06-01,17.36,8.27,8.43,,,17.52,17.36,,,
2024-06-02,14.55,7.09,15.1,,,22.56,14.55,,,
2024-06-03,17.45,8.97,12.06,,,20.54,17.45,,,
2024-06-04,18.76,10.35,8.61,,,17.01,18.76,,,
2024-06-05,13.9,6.64,11.26,,,18.53,13.9,,,
2024-06-06,20.35,10.44,9.52,,,19.42,20.35,,,
2024-06-07,20.35,9.39,8.71,,,19.66,20.35,,,
2024-06-08,19.34,8.77,14.58,,,25.15,19.34,,,
2024-06-09,20.19,11.24,14.62,,,23.57,20.19,,,
2024-06-10,16.41,8.53,10.32,,,18.21,16.41,,,
2024-06-11,13.96,7.84,14.37,,,20.49,13.96,,,
2024-06-12,20.35,10.52,14.59,,,24.42,20.35,,,
2024-06-13,20.35,10.66,6.74,,,16.42,20.35,,,
2024-06-14,20.35,11.38,9.42,,,18.39,20.35,,,
2024-06-15,20.35,8.42,6.92,,,18.85,20.35,,,
2024-06-16,19.1,7.68,12.03,,,23.44,19.1,,,
2024-06-17,10.46,5.52,18.01,,,22.95,10.46,,,
2024-06-18,15.57,9.16,13.13,,,19.53,15.57,,,
2024-06-19,17.74,8.95,9.9,,,18.69,17.74,,,
2024-06-20,20.35,8.7,6.73,,,18.38,20.35,,,
2024-06-21,20.35,11.72,10.75,,,19.38,20.35,,,
2024-06-22,13.6,6.23,13.8,,,21.17,13.6,,,
2024-06-23,14.1,8.28,16.09,,,21.91,14.1,,,
2024-06-24,17.83,8.89,9.97,,,18.91,17.83,,,
2024-06-25,17.11,10.09,10.13,,,17.15,17.11,,,
2024-06-26,18.52,9.75,8.02,,,16.78,18.52,,,
2024-06-27,17.32,7.18,7.42,,,17.56,17.32,,,
2024-06-28,11.13,6.53,17.08,,,21.69,11.13,,,
2024-06-29,20.35,8.7,7.81,,,19.46,20.35,,,
2024-06-30,13.4,7.65,14.13,,,19.87,13.4,,,
2024-07-01,19.8,11.7,11.58,,,19.68,19.8,,,
2024-07-02,13.74,6.96,13.01,,,19.79,13.74,,,
2024-07-03,14.03,7.15,12.29,,,19.17,14.03,,,
2024-07-04,19.8,10.1,6.6,,,16.3,19.8,,,
2024-07-05,16.18,8.95,11.96,,,19.2,16.18,,,
2024-07-06,14.21,8.49,14.95,,,20.67,14.21,,,
2024-07-07,14.55,7.8,14.6,,,21.35,14.55,,,
2024-07-08,19.36,11.06,9.11,,,17.4,19.36,,,
2024-07-09,15.89,7.09,8.03,,,16.84,15.89,,,
2024-07-10,16.04,7.13,15.08,,,24.0,16.04,,,
2024-07-11,19.8,11.56,14.02,,,22.27,19.8,,,
2024-07-12,19.8,10.2,10.45,,,20.05,19.8,,,
2024-07-13,17.97,7.77,8.35,,,18.56,17.97,,,
2024-07-14,13.9,7.85,11.18,,,17.23,13.9,,,
2024-07-15,19.34,8.47,4.66,,,15.52,19.34,,,
2024-07-16,19.8,10.18,10.76,,,20.38,19.8,,,
2024-07-17,11.19,4.96,14.42,,,20.64,11.19,,,
2024-07-18,15.78,7.37,11.59,,,20.0,15.78,,,
2024-07-19,19.8,11.71,14.52,,,22.61,19.8,,,
2024-07-20,19.8,10.93,9.87,,,18.74,19.8,,,
2024-07-21,12.83,6.77,11.86,,,17.92,12.83,,,
2024-07-22,13.1,7.03,15.42,,,21.49,13.1,,,
2024-07-23,13.98,6.34,12.55,,,20.19,13.98,,,
2024-07-24,19.11,8.29,8.53,,,19.36,19.11,,,
2024-07-25,13.33,7.4,9.18,,,15.11,13.33,,,
2024-07-26,16.95,8.62,9.76,,,18.08,16.95,,,
2024-07-27,12.75,5.15,7.5,,,15.1,12.75,,,
2024-07-28,15.41,7.72,8.21,,,15.91,15.41,,,
2024-07-29,13.9,7.55,11.63,,,17.97,13.9,,,
2024-07-30,16.1,8.99,9.69,,,16.8,16.1,,,
2024-07-31,16.94,9.97,13.41,,,20.38,16.94,,,
2024-08-01,19.25,7.89,12.44,,,23.79,19.25,,,
2024-08-02,14.34,6.19,12.26,,,20.4,14.34,,,
2024-08-03,11.86,6.55,9.77,,,15.07,11.86,,,
2024-08-04,16.98,7.36,9.08,,,18.71,16.98,,,
2024-08-05,13.92,8.02,15.19,,,21.1,13.92,,,
2024-08-06,19.25,9.96,11.96,,,21.24,19.25,,,
2024-08-07,16.06,8.48,16.63,,,24.21,16.06,,,
2024-08-08,17.45,8.89,11.42,,,19.98,17.45,,,
2024-08-09,15.96,9.1,15.56,,,22.42,15.96,,,
2024-08-10,14.76,8.67,14.79,,,20.88,14.76,,,
2024-08-11,17.88,9.0,8.57,,,17.44,17.88,,,
2024-08-12,17.13,10.2,14.43,,,21.36,17.13,,,
2024-08-13,13.7,7.11,13.26,,,19.85,13.7,,,
2024-08-14,16.45,9.17,16.34,,,23.62,16.45,,,
2024-08-15,14.3,8.47,6.39,,,12.22,14.3,,,
2024-08-16,12.3,6.08,14.93,,,21.15,12.3,,,
2024-08-17,12.9,5.24,8.35,,,16.01,12.9,,,
2024-08-18,13.57,6.78,15.03,,,21.82,13.57,,,
2024-08-19,6.85,3.82,17.85,,,20.89,6.85,,,
2024-08-20,19.25,10.33,7.86,,,16.78,19.25,,,
2024-08-21,18.17,7.85,6.04,,,16.36,18.17,,,
2024-08-22,16.29,9.19,13.71,,,20.81,16.29,,,
2024-08-23,17.19,7.34,6.97,,,16.82,17.19,,,
2024-08-24,19.25,9.94,12.33,,,21.64,19.25,,,
2024-08-25,19.25,8.81,10.25,,,20.69,19.25,,,
2024-08-26,13.16,6.19,9.92,,,16.88,13.16,,,
2024-08-27,15.2,6.8,9.56,,,17.96,15.2,,,
2024-08-28,16.83,8.61,12.52,,,20.74,16.83,,,
2024-08-29,19.25,8.78,5.59,,,16.06,19.25,,,
2024-08-30,16.44,7.67,9.77,,,18.55,16.44,,,
2024-08-31,15.23,7.34,8.85,,,16.75,15.23,,,
2024-09-01,19.25,8.24,5.81,,,16.81,19.25,,,
2024-09-02,19.25,11.1,10.62,,,18.77,19.25,,,
2024-09-03,16.05,6.89,7.37,,,16.53,16.05,,,
2024-09-04,16.38,7.53,10.99,,,19.84,16.38,,,
2024-09-05,13.28,6.0,7.38,,,14.66,13.28,,,
2024-09-06,13.52,6.72,13.24,,,20.04,13.52,,,
2024-09-07,13.87,5.87,10.91,,,18.91,13.87,,,
2024-09-08,14.41,7.58,10.35,,,17.18,14.41,,,
2024-09-09,14.42,8.36,11.67,,,17.73,14.42,,,
2024-09-10,19.25,8.05,8.0,,,19.19,19.25,,,
2024-09-11,16.63,7.98,6.7,,,15.35,16.63,,,
2024-09-12,8.04,4.0,16.33,,,20.37,8.04,,,
2024-09-13,10.98,6.1,9.44,,,14.32,10.98,,,
2024-09-14,16.38,9.8,15.16,,,21.74,16.38,,,
2024-09-15,15.12,7.19,10.58,,,18.51,15.12,,,
2024-09-16,17.7,7.74,8.51,,,18.46,17.7,,,
2024-09-17,16.59,9.2,11.84,,,19.23,16.59,,,
2024-09-18,10.11,5.99,13.21,,,17.34,10.11,,,
2024-09-19,16.73,8.96,13.02,,,20.79,16.73,,,
2024-09-20,19.25,9.81,11.12,,,20.56,19.25,,,
2024-09-21,17.71,9.35,9.84,,,18.19,17.71,,,
2024-09-22,19.05,9.58,10.66,,,20.14,19.05,,,
2024-09-23,19.25,10.04,8.01,,,17.22,19.25,,,
2024-09-24,19.25,10.05,7.0,,,16.2,19.25,,,
2024-09-25,10.12,5.37,14.49,,,19.24,10.12,,,
2024-09-26,15.39,8.93,14.12,,,20.58,15.39,,,
2024-09-27,19.25,11.32,9.64,,,17.57,19.25,,,
2024-09-28,18.42,8.43,10.16,,,20.14,18.42,,,
2024-09-29,16.87,7.83,7.81,,,16.84,16.87,,,
2024-09-30,17.99,9.29,11.85,,,20.55,17.99,,,
2024-10-01,16.07,7.32,9.33,,,18.08,16.07,,,
2024-10-02,15.97,9.37,10.84,,,17.44,15.97,,,
2024-10-03,20.35,11.41,8.59,,,17.53,20.35,,,
2024-10-04,20.35,10.11,10.32,,,20.57,20.35,,,
2024-10-05,15.18,7.53,8.24,,,15.89,15.18,,,
2024-10-06,11.61,5.13,5.9,,,12.38,11.61,,,
2024-10-07,11.66,6.41,13.04,,,18.3,11.66,,,
2024-10-08,18.97,10.22,10.73,,,19.48,18.97,,,
2024-10-09,20.35,9.82,4.51,,,15.05,20.35,,,
2024-10-10,16.16,8.83,14.22,,,21.55,16.16,,,
2024-10-11,18.8,10.49,6.03,,,14.34,18.8,,,
2024-10-12,20.35,11.52,3.79,,,12.62,20.35,,,
2024-10-13,17.25,10.33,15.91,,,22.84,17.25,,,
2024-10-14,18.33,9.21,4.12,,,13.24,18.33,,,
2024-10-15,16.85,7.69,11.69,,,20.86,16.85,,,
2024-10-16,8.37,4.54,18.26,,,22.09,8.37,,,
2024-10-17,16.82,8.4,9.96,,,18.38,16.82,,,
2024-10-18,20.35,10.86,7.76,,,17.25,20.35,,,
2024-10-19,15.1,6.98,9.03,,,17.16,15.1,,,
2024-10-20,20.35,11.64,11.95,,,20.67,20.35,,,
2024-10-21,13.38,5.58,11.42,,,19.23,13.38,,,
2024-10-22,20.35,8.82,6.03,,,17.57,20.35,,,
2024-10-23,16.47,9.1,6.23,,,13.61,16.47,,,
2024-10-24,15.83,7.49,8.8,,,17.14,15.83,,,
2024-10-25,19.71,10.3,4.03,,,13.44,19.71,,,
2024-10-26,17.08,9.39,14.08,,,21.77,17.08,,,
2024-10-27,15.98,9.31,16.42,,,23.09,15.98,,,
2024-10-28,20.35,11.05,7.41,,,16.71,20.35,,,
2024-10-29,19.13,8.12,5.77,,,16.78,19.13,,,
2024-10-30,20.35,10.12,6.67,,,16.9,20.35,,,
2024-10-31,16.91,8.97,7.02,,,14.95,16.91,,,
2024-11-01,11.71,7.0,11.38,,,16.1,11.71,,,
2024-11-02,16.84,8.92,8.2,,,16.12,16.84,,,
2024-11-03,14.59,7.13,5.9,,,13.37,14.59,,,
2024-11-04,20.38,8.19,5.84,,,18.03,20.38,,,
2024-11-05,21.32,9.87,8.31,,,19.75,21.32,,,
2024-11-06,21.24,11.71,8.34,,,17.87,21.24,,,
2024-11-07,16.53,7.05,7.82,,,17.31,16.53,,,
2024-11-08,15.7,9.31,11.47,,,17.86,15.7,,,
2024-11-09,18.86,9.91,11.11,,,20.06,18.86,,,
2024-11-10,13.85,6.08,7.94,,,15.71,13.85,,,
2024-11-11,18.77,9.91,6.97,,,15.83,18.77,,,
2024-11-12,17.45,8.91,6.87,,,15.41,17.45,,,
2024-11-13,21.45,12.35,8.79,,,17.88,21.45,,,
2024-11-14,18.42,10.01,11.08,,,19.48,18.42,,,
2024-11-15,9.69,4.1,15.53,,,21.11,9.69,,,
2024-11-16,18.5,8.13,10.93,,,21.3,18.5,,,
2024-11-17,20.69,12.21,7.81,,,16.29,20.69,,,
2024-11-18,18.55,9.31,6.71,,,15.95,18.55,,,
2024-11-19,20.81,11.28,6.97,,,16.5,20.81,,,
2024-11-20,20.38,10.21,12.21,,,22.38,20.38,,,
2024-11-21,20.39,10.99,7.88,,,17.28,20.39,,,
2024-11-22,16.65,9.87,8.41,,,15.19,16.65,,,
2024-11-23,13.37,7.54,12.48,,,18.31,13.37,,,
2024-11-24,21.45,12.03,9.14,,,18.56,21.45,,,
2024-11-25,20.37,9.61,5.67,,,16.43,20.37,,,
2024-11-26,18.38,9.29,8.45,,,17.54,18.38,,,
2024-11-27,21.45,9.81,6.69,,,18.33,21.45,,,
2024-11-28,11.75,6.2,8.76,,,14.3,11.75,,,
2024-11-29,19.62,8.1,10.01,,,21.54,19.62,,,
2024-11-30,17.52,9.23,3.55,,,11.85,17.52,,,
2024-12-01,14.47,6.48,5.75,,,13.74,14.47,,,
2024-12-02,20.16,8.07,6.03,,,18.12,20.16,,,
2024-12-03,20.56,10.71,4.22,,,14.06,20.56,,,
2024-12-04,17.47,8.35,4.28,,,13.4,17.47,,,
2024-12-05,22.0,10.4,5.17,,,16.76,22.0,,,
2024-12-06,20.64,10.18,5.32,,,15.78,20.64,,,
2024-12-07,16.48,9.14,9.01,,,16.35,16.48,,,
2024-12-08,18.89,9.96,7.02,,,15.95,18.89,,,
2024-12-09,22.0,12.58,4.04,,,13.45,22.0,,,
2024-12-10,19.95,8.53,8.89,,,20.31,19.95,,,
2024-12-11,21.21,12.42,3.77,,,12.55,21.21,,,
2024-12-12,22.0,12.64,8.82,,,18.18,22.0,,,
2024-12-13,18.72,8.87,6.69,,,16.54,18.72,,,
2024-12-14,18.15,8.6,4.43,,,13.98,18.15,,,
2024-12-15,22.0,11.33,5.61,,,16.28,22.0,,,
2024-12-16,22.0,11.33,5.07,,,15.74,22.0,,,
2024-12-17,22.0,13.04,6.57,,,15.53,22.0,,,
2024-12-18,11.97,7.1,14.53,,,19.4,11.97,,,
2024-12-19,19.68,10.96,5.68,,,14.41,19.68,,,
2024-12-20,15.82,8.42,4.99,,,12.39,15.82,,,
2024-12-21,22.0,11.0,4.71,,,15.72,22.0,,,
2024-12-22,13.35,5.59,6.96,,,14.72,13.35,,,
2024-12-23,13.57,7.64,11.78,,,17.71,13.57,,,
2024-12-24,13.87,5.77,6.72,,,14.82,13.87,,,
2024-12-25,22.0,12.1,11.28,,,21.18,22.0,,,
2024-12-26,19.54,10.69,3.79,,,12.65,19.54,,,
2024-12-27,18.99,10.68,11.35,,,19.66,18.99,,,
2024-12-28,21.41,10.84,5.63,,,16.2,21.41,,,
2024-12-29,17.42,7.34,6.45,,,16.54,17.42,,,
2024-12-30,19.64,11.72,12.0,,,19.92,19.64,,,
2024-12-31,22.0,12.98,11.44,,,20.46,22.0,,,
2025-01-01,21.81,12.13,4.15,,,13.82,21.81,,,
2025-01-02,21.79,12.94,8.07,,,16.91,21.79,,,
2025-01-03,22.55,12.61,4.26,,,14.2,22.55,,,
2025-01-04,22.55,12.21,7.34,,,17.68,22.55,,,
2025-01-05,18.81,9.5,6.58,,,15.9,18.81,,,
2025-01-06,22.55,10.35,7.08,,,19.28,22.55,,,
2025-01-07,22.55,12.59,7.2,,,17.16,22.55,,,
2025-01-08,21.51,12.73,9.22,,,17.99,21.51,,,
2025-01-09,21.53,10.3,4.81,,,16.05,21.53,,,
2025-01-10,17.37,10.32,6.22,,,13.27,17.37,,,
2025-01-11,19.19,8.33,6.24,,,17.1,19.19,,,
2025-01-12,20.61,10.61,6.2,,,16.19,20.61,,,
2025-01-13,17.25,7.53,5.52,,,15.24,17.25,,,
2025-01-14,21.94,12.09,5.05,,,14.89,21.94,,,
2025-01-15,14.37,7.15,11.38,,,18.6,14.37,,,
2025-01-16,22.41,10.28,7.2,,,19.33,22.41,,,
2025-01-17,22.55,13.46,5.86,,,14.95,22.55,,,
2025-01-18,17.58,9.17,8.15,,,16.56,17.58,,,
2025-01-19,17.5,9.77,6.62,,,14.35,17.5,,,
2025-01-20,22.55,12.79,4.18,,,13.94,22.55,,,
2025-01-21,18.32,10.34,5.6,,,13.58,18.32,,,
2025-01-22,17.02,7.72,5.68,,,14.99,17.02,,,
2025-01-23,18.56,10.87,12.3,,,19.98,18.56,,,
2025-01-24,21.92,12.66,8.06,,,17.31,21.92,,,
2025-01-25,21.91,9.59,5.28,,,17.59,21.91,,,
2025-01-26,22.55,11.57,4.71,,,15.68,22.55,,,
2025-01-27,17.7,9.23,5.23,,,13.7,17.7,,,
2025-01-28,22.55,11.47,4.75,,,15.83,22.55,,,
2025-01-29,15.66,7.47,7.96,,,16.15,15.66,,,
2025-01-30,15.24,9.09,5.59,,,11.74,15.24,,,
2025-01-31,14.62,6.3,4.97,,,13.3,14.62,,,
2025-02-01,16.7,7.67,13.36,,,22.39,16.7,,,
2025-02-02,14.44,8.02,14.51,,,20.93,14.44,,,
2025-02-03,24.2,13.53,10.72,,,21.39,24.2,,,
2025-02-04,23.35,13.61,8.1,,,17.84,23.35,,,
2025-02-05,22.76,9.51,6.23,,,19.48,22.76,,,
2025-02-06,24.2,10.94,5.68,,,18.94,24.2,,,
2025-02-07,18.45,10.9,7.33,,,14.88,18.45,,,
2025-02-08,12.57,6.16,5.7,,,12.1,12.57,,,
2025-02-09,24.2,13.46,5.55,,,16.29,24.2,,,
2025-02-10,15.13,8.3,11.64,,,18.47,15.13,,,
2025-02-11,19.76,11.34,10.76,,,19.18,19.76,,,
2025-02-12,19.02,10.84,8.2,,,16.39,19.02,,,
2025-02-13,24.2,11.57,8.69,,,21.31,24.2,,,
2025-02-14,15.35,8.64,10.5,,,17.21,15.35,,,
2025-02-15,16.88,7.15,7.94,,,17.66,16.88,,,
2025-02-16,20.87,10.01,8.31,,,19.17,20.87,,,
2025-02-17,13.75,6.27,9.68,,,17.16,13.75,,,
2025-02-18,19.47,10.13,8.71,,,18.05,19.47,,,
2025-02-19,22.84,13.03,9.57,,,19.38,22.84,,,
2025-02-20,17.99,10.55,9.25,,,16.7,17.99,,,
2025-02-21,24.2,13.56,6.3,,,16.94,24.2,,,
2025-02-22,18.25,7.81,5.61,,,16.05,18.25,,,
2025-02-23,14.66,6.75,12.28,,,20.19,14.66,,,
2025-02-24,20.41,11.64,7.98,,,16.75,20.41,,,
2025-02-25,17.18,9.9,15.48,,,22.76,17.18,,,
2025-02-26,17.0,9.45,10.42,,,17.98,17.0,,,
2025-02-27,21.21,11.65,12.19,,,21.75,21.21,,,
2025-02-28,14.66,5.87,7.94,,,16.73,14.66,,,
2025-03-01,14.46,0.0,8.74,,,23.2,14.46,,,
2025-03-02,8.99,0.0,15.07,,,24.06,8.99,,,
2025-03-03,9.76,0.0,15.32,,,25.08,9.76,,,
2025-03-04,7.16,0.0,15.01,,,22.17,7.16,,,
2025-03-05,8.03,0.0,13.59,,,21.62,8.03,,,
2025-03-06,6.95,0.0,14.02,,,20.97,6.95,,,
2025-03-07,12.28,0.0,13.76,,,26.04,12.28,,,
2025-03-08,11.63,0.0,10.86,,,22.49,11.63,,,
2025-03-09,9.91,0.0,11.96,,,21.86,9.91,,,
2025-03-10,9.23,0.0,16.27,,,25.5,9.23,,,
2025-03-11,13.66,0.0,8.55,,,22.21,13.66,,,
2025-03-12,11.02,0.0,10.81,,,21.83,11.02,,,
2025-03-13,10.72,0.0,8.17,,,18.89,10.72,,,
2025-03-14,12.01,0.0,12.61,,,24.62,12.01,,,
2025-03-15,9.56,0.0,11.81,,,21.37,9.56,,,
2025-03-16,11.98,0.0,10.75,,,22.73,11.98,,,
2025-03-17,11.41,0.0,11.32,,,22.73,11.41,,,
2025-03-18,12.35,0.0,11.09,,,23.44,12.35,,,
2025-03-19,11.29,0.0,15.22,,,26.51,11.29,,,
2025-03-20,12.73,0.0,13.52,,,26.25,12.73,,,
2025-03-21,11.84,0.0,8.87,,,20.71,11.84,,,
2025-03-22,10.23,0.0,5.65,,,15.88,10.23,,,
2025-03-23,10.4,0.0,16.08,,,26.48,10.4,,,
2025-03-24,8.45,0.0,14.26,,,22.7,8.45,,,
2025-03-25,9.5,0.0,10.27,,,19.77,9.5,,,
2025-03-26,9.95,0.0,13.2,,,23.14,9.95,,,
2025-03-27,11.19,0.0,9.31,,,20.5,11.19,,,
2025-03-28,12.69,0.0,13.88,,,26.57,12.69,,,
2025-03-29,9.52,0.0,11.52,,,21.03,9.52,,,
2025-03-30,10.9,0.0,11.46,,,22.36,10.9,,,
2025-03-31,12.13,0.0,9.7,,,21.83,12.13,,,
2025-04-01,9.33,0.0,9.81,,,19.14,9.33,,,
2025-04-02,10.11,0.0,14.51,,,24.62,10.11,,,
2025-04-03,10.4,0.0,11.06,,,21.46,10.4,,,
2025-04-04,10.13,0.0,12.46,,,22.58,10.13,,,
2025-04-05,10.83,0.0,16.09,,,26.91,10.83,,,
2025-04-06,10.35,0.0,15.44,,,25.79,10.35,,,
2025-04-07,11.92,0.0,12.48,,,24.4,11.92,,,
2025-04-08,14.76,0.0,7.4,,,22.16,14.76,,,
2025-04-09,13.89,0.0,8.84,,,22.73,13.89,,,
2025-04-10,10.23,0.0,6.71,,,16.94,10.23,,,
2025-04-11,7.89,0.0,18.17,,,26.06,7.89,,,
2025-04-12,9.58,0.0,16.86,,,26.44,9.58,,,
2025-04-13,10.39,0.0,14.42,,,24.81,10.39,,,
2025-04-14,14.66,0.0,9.41,,,24.07,14.66,,,
2025-04-15,12.21,0.0,9.68,,,21.89,12.21,,,
2025-04-16,9.07,0.0,13.51,,,22.58,9.07,,,
2025-04-17,10.54,0.0,13.7,,,24.24,10.54,,,
2025-04-18,9.94,0.0,11.62,,,21.55,9.94,,,
2025-04-19,9.8,0.0,14.38,,,24.18,9.8,,,
2025-04-20,7.8,0.0,19.62,,,27.42,7.8,,,
2025-04-21,12.83,0.0,8.91,,,21.74,12.83,,,
2025-04-22,13.39,0.0,10.44,,,23.83,13.39,,,
2025-04-23,9.41,0.0,13.94,,,23.35,9.41,,,
2025-04-24,13.97,0.0,9.94,,,23.92,13.97,,,
2025-04-25,10.2,0.0,14.62,,,24.82,10.2,,,
2025-04-26,9.1,0.0,11.05,,,20.15,9.1,,,
2025-04-27,8.45,0.0,18.07,,,26.52,8.45,,,
2025-04-28,13.98,0.0,12.19,,,26.17,13.98,,,
2025-04-29,11.42,0.0,13.63,,,25.05,11.42,,,
2025-04-30,11.88,0.0,16.08,,,27.96,11.88,,,
2025-05-01,8.01,0.0,18.24,,,26.25,8.01,,,
2025-05-02,8.45,0.0,12.52,,,20.97,8.45,,,
2025-05-03,10.1,0.0,14.47,,,24.57,10.1,,,
2025-05-04,6.89,0.0,14.85,,,21.75,6.89,,,
2025-05-05,7.58,0.0,13.17,,,20.76,7.58,,,
2025-05-06,11.23,0.0,8.19,,,19.42,11.23,,,
2025-05-07,7.54,0.0,23.44,,,30.98,7.54,,,
2025-05-08,9.23,0.0,14.03,,,23.27,9.23,,,
2025-05-09,10.94,0.0,12.83,,,23.77,10.94,,,
2025-05-10,10.15,0.0,13.72,,,23.87,10.15,,,
2025-05-11,7.06,0.0,12.08,,,19.14,7.06,,,
2025-05-12,10.74,0.0,13.76,,,24.5,10.74,,,
2025-05-13,9.55,0.0,9.02,,,18.57,9.55,,,
2025-05-14,13.28,0.0,8.82,,,22.1,13.28,,,
2025-05-15,10.72,0.0,10.35,,,21.07,10.72,,,
2025-05-16,5.56,0.0,22.74,,,28.3,5.56,,,
2025-05-17,9.76,0.0,18.58,,,28.34,9.76,,,
2025-05-18,10.41,0.0,8.02,,,18.43,10.41,,,
2025-05-19,10.22,0.0,14.18,,,24.4,10.22,,,
2025-05-20,9.86,0.0,10.97,,,20.83,9.86,,,
2025-05-21,11.53,0.0,10.93,,,22.46,11.53,,,
2025-05-22,9.9,0.0,17.51,,,27.41,9.9,,,
2025-05-23,12.64,0.0,8.88,,,21.52,12.64,,,
2025-05-24,6.96,0.0,18.61,,,25.57,6.96,,,
2025-05-25,7.35,0.0,11.79,,,19.14,7.35,,,
2025-05-26,10.39,0.0,15.78,,,26.17,10.39,,,
2025-05-27,9.3,0.0,9.54,,,18.85,9.3,,,
2025-05-28,8.94,0.0,19.03,,,27.96,8.94,,,
2025-05-29,7.93,0.0,14.64,,,22.56,7.93,,,
2025-05-30,7.46,0.0,12.77,,,20.23,7.46,,,
2025-05-31,13.53,0.0,10.13,,,23.65,13.53,,,
2025-06-01,7.57,0.0,11.22,,,18.78,7.57,,,
2025-06-02,6.5,0.0,13.21,,,19.71,6.5,,,
2025-06-03,5.22,0.0,9.59,,,14.81,5.22,,,
2025-06-04,5.57,0.0,13.19,,,18.76,5.57,,,
2025-06-05,7.44,0.0,8.15,,,15.58,7.44,,,
2025-06-06,6.49,0.0,11.71,,,18.2,6.49,,,
2025-06-07,9.73,0.0,11.65,,,21.38,9.73,,,
2025-06-08,9.25,0.0,12.82,,,22.07,9.25,,,
2025-06-09,4.29,0.0,19.16,,,23.46,4.29,,,
2025-06-10,10.06,0.0,9.48,,,19.54,10.06,,,
2025-06-11,6.23,0.0,15.05,,,21.27,6.23,,,
2025-06-12,5.14,0.0,16.05,,,21.19,5.14,,,
2025-06-13,7.87,0.0,11.59,,,19.46,7.87,,,
2025-06-14,6.9,0.0,14.92,,,21.82,6.9,,,
2025-06-15,5.96,0.0,18.09,,,24.04,5.96,,,
2025-06-16,9.62,0.0,6.85,,,16.48,9.62,,,
2025-06-17,6.37,0.0,9.85,,,16.21,6.37,,,
2025-06-18,7.97,0.0,13.76,,,21.73,7.97,,,
2025-06-19,6.83,0.0,12.85,,,19.69,6.83,,,
2025-06-20,6.91,0.0,14.71,,,21.63,6.91,,,
